trade_id,order_id,event_time,instrument,side,quantity,price,account_id,client_id,venue
T-0004200,O-0004200,2026-08-25T10:29:30Z,NOVA.L,BUY,5000,42.0892,A-104,CLIENT-LINKED,XLON
T-0004201,O-0004201,2026-08-25T10:29:30.850000Z,NOVA.L,SELL,5001,42.0915,A-882,CLIENT-LINKED,XLON
T-0004202,O-0004202,2026-08-25T10:29:31.700000Z,NOVA.L,BUY,5002,42.0819,A-104,CLIENT-LINKED,XLON
T-0004203,O-0004203,2026-08-25T10:29:32.550000Z,NOVA.L,SELL,5003,42.0858,A-882,CLIENT-LINKED,XLON
T-0004204,O-0004204,2026-08-25T10:29:33.400000Z,LIQD.P,BUY,6270,42.0901,A-204,CLIENT-4,XLON
T-0004205,O-0004205,2026-08-25T10:29:34.250000Z,NOVA.L,SELL,4029,42.0982,A-205,CLIENT-5,XLON
T-0004206,O-0004206,2026-08-25T10:29:35.100000Z,ALTO.N,BUY,5278,42.09,A-206,CLIENT-6,XLON
T-0004207,O-0004207,2026-08-25T10:29:35.950000Z,QUAD.N,SELL,6732,42.1011,A-207,CLIENT-7,XLON
T-0004208,O-0004208,2026-08-25T10:29:36.800000Z,MEGA.O,BUY,5314,42.0937,A-208,CLIENT-8,XLON
T-0004209,O-0004209,2026-08-25T10:29:37.650000Z,LIQD.P,SELL,3849,42.0937,A-209,CLIENT-9,XLON
T-0004210,O-0004210,2026-08-25T10:29:38.500000Z,NOVA.L,BUY,5000,42.097,A-104,CLIENT-LINKED,XLON
T-0004211,O-0004211,2026-08-25T10:29:39.350000Z,NOVA.L,SELL,5001,42.1116,A-882,CLIENT-LINKED,XLON
T-0004212,O-0004212,2026-08-25T10:29:40.200000Z,NOVA.L,BUY,5002,42.1115,A-104,CLIENT-LINKED,XLON
T-0004213,O-0004213,2026-08-25T10:29:41.050000Z,NOVA.L,SELL,5003,42.0978,A-882,CLIENT-LINKED,XLON
T-0004214,O-0004214,2026-08-25T10:29:41.900000Z,LIQD.P,BUY,6781,42.1158,A-214,CLIENT-14,XLON
T-0004215,O-0004215,2026-08-25T10:29:42.750000Z,NOVA.L,SELL,5502,42.1161,A-215,CLIENT-15,XLON
T-0004216,O-0004216,2026-08-25T10:29:43.600000Z,ALTO.N,BUY,4982,42.1053,A-216,CLIENT-16,XLON
T-0004217,O-0004217,2026-08-25T10:29:44.450000Z,QUAD.N,SELL,6781,42.1234,A-217,CLIENT-17,XLON
T-0004218,O-0004218,2026-08-25T10:29:45.300000Z,MEGA.O,BUY,5536,42.1206,A-218,CLIENT-18,XLON
T-0004219,O-0004219,2026-08-25T10:29:46.150000Z,LIQD.P,SELL,5496,42.1108,A-219,CLIENT-19,XLON
T-0004220,O-0004220,2026-08-25T10:29:47Z,NOVA.L,BUY,5000,42.1217,A-104,CLIENT-LINKED,XLON
T-0004221,O-0004221,2026-08-25T10:29:47.850000Z,NOVA.L,SELL,5001,42.1137,A-882,CLIENT-LINKED,XLON
T-0004222,O-0004222,2026-08-25T10:29:48.700000Z,NOVA.L,BUY,5002,42.1182,A-104,CLIENT-LINKED,XLON
T-0004223,O-0004223,2026-08-25T10:29:49.550000Z,NOVA.L,SELL,5003,42.1255,A-882,CLIENT-LINKED,XLON
T-0004224,O-0004224,2026-08-25T10:29:50.400000Z,LIQD.P,BUY,5951,42.1377,A-224,CLIENT-24,XLON
T-0004225,O-0004225,2026-08-25T10:29:51.250000Z,NOVA.L,SELL,4070,42.1387,A-225,CLIENT-25,XLON
T-0004226,O-0004226,2026-08-25T10:29:52.100000Z,ALTO.N,BUY,6219,42.1371,A-226,CLIENT-26,XLON
T-0004227,O-0004227,2026-08-25T10:29:52.950000Z,QUAD.N,SELL,4162,42.1241,A-227,CLIENT-27,XLON
T-0004228,O-0004228,2026-08-25T10:29:53.800000Z,MEGA.O,BUY,6416,42.1443,A-228,CLIENT-28,XLON
T-0004229,O-0004229,2026-08-25T10:29:54.650000Z,LIQD.P,SELL,5497,42.1315,A-229,CLIENT-29,XLON
T-0004230,O-0004230,2026-08-25T10:29:55.500000Z,NOVA.L,BUY,5000,42.1392,A-104,CLIENT-LINKED,XLON
T-0004231,O-0004231,2026-08-25T10:29:56.350000Z,NOVA.L,SELL,5001,42.1434,A-882,CLIENT-LINKED,XLON
T-0004232,O-0004232,2026-08-25T10:29:57.200000Z,NOVA.L,BUY,5002,42.1523,A-104,CLIENT-LINKED,XLON
T-0004233,O-0004233,2026-08-25T10:29:58.050000Z,NOVA.L,SELL,5003,42.14,A-882,CLIENT-LINKED,XLON
T-0004234,O-0004234,2026-08-25T10:29:58.900000Z,LIQD.P,BUY,5363,42.1438,A-234,CLIENT-34,XLON
T-0004235,O-0004235,2026-08-25T10:29:59.750000Z,NOVA.L,SELL,5809,42.1408,A-235,CLIENT-35,XLON
T-0004236,O-0004236,2026-08-25T10:30:00.600000Z,ALTO.N,BUY,5036,42.1587,A-236,CLIENT-36,XLON
T-0004237,O-0004237,2026-08-25T10:30:01.450000Z,QUAD.N,SELL,5044,42.1539,A-237,CLIENT-37,XLON
T-0004238,O-0004238,2026-08-25T10:30:02.300000Z,MEGA.O,BUY,5698,42.1505,A-238,CLIENT-38,XLON
T-0004239,O-0004239,2026-08-25T10:30:03.150000Z,LIQD.P,SELL,3810,42.1511,A-239,CLIENT-39,XLON
T-0004240,O-0004240,2026-08-25T10:30:04Z,NOVA.L,BUY,5000,41.996,A-104,CLIENT-LINKED,XLON
T-0004241,O-0004241,2026-08-25T10:30:04.850000Z,NOVA.L,SELL,5001,42.0048,A-882,CLIENT-LINKED,XLON
T-0004242,O-0004242,2026-08-25T10:30:05.700000Z,NOVA.L,BUY,5002,42.0067,A-104,CLIENT-LINKED,XLON
T-0004243,O-0004243,2026-08-25T10:30:06.550000Z,NOVA.L,SELL,5003,41.9985,A-882,CLIENT-LINKED,XLON
T-0004244,O-0004244,2026-08-25T10:30:07.400000Z,LIQD.P,BUY,6527,42.0159,A-244,CLIENT-44,XLON
T-0004245,O-0004245,2026-08-25T10:30:08.250000Z,NOVA.L,SELL,5508,42.0036,A-245,CLIENT-45,XLON
T-0004246,O-0004246,2026-08-25T10:30:09.100000Z,ALTO.N,BUY,6617,42.0149,A-246,CLIENT-46,XLON
T-0004247,O-0004247,2026-08-25T10:30:09.950000Z,QUAD.N,SELL,3916,42.0064,A-247,CLIENT-47,XLON
T-0004248,O-0004248,2026-08-25T10:30:10.800000Z,MEGA.O,BUY,4935,42.0159,A-248,CLIENT-48,XLON
T-0004249,O-0004249,2026-08-25T10:30:11.650000Z,LIQD.P,SELL,4073,42.02,A-249,CLIENT-49,XLON
T-0004250,O-0004250,2026-08-25T10:30:12.500000Z,NOVA.L,BUY,5000,42.0172,A-104,CLIENT-LINKED,XLON
T-0004251,O-0004251,2026-08-25T10:30:13.350000Z,NOVA.L,SELL,5001,42.0216,A-882,CLIENT-LINKED,XLON
T-0004252,O-0004252,2026-08-25T10:30:14.200000Z,NOVA.L,BUY,5002,42.0227,A-104,CLIENT-LINKED,XLON
T-0004253,O-0004253,2026-08-25T10:30:15.050000Z,NOVA.L,SELL,5003,42.0212,A-882,CLIENT-LINKED,XLON
T-0004254,O-0004254,2026-08-25T10:30:15.900000Z,LIQD.P,BUY,6609,42.0275,A-254,CLIENT-54,XLON
T-0004255,O-0004255,2026-08-25T10:30:16.750000Z,NOVA.L,SELL,6643,42.0364,A-255,CLIENT-55,XLON
T-0004256,O-0004256,2026-08-25T10:30:17.600000Z,ALTO.N,BUY,5328,42.0323,A-256,CLIENT-56,XLON
T-0004257,O-0004257,2026-08-25T10:30:18.450000Z,QUAD.N,SELL,6156,42.0244,A-257,CLIENT-57,XLON
T-0004258,O-0004258,2026-08-25T10:30:19.300000Z,MEGA.O,BUY,4863,42.0293,A-258,CLIENT-58,XLON
T-0004259,O-0004259,2026-08-25T10:30:20.150000Z,LIQD.P,SELL,4039,42.0309,A-259,CLIENT-59,XLON
T-0004260,O-0004260,2026-08-25T10:30:21Z,NOVA.L,BUY,5000,42.0392,A-104,CLIENT-LINKED,XLON
T-0004261,O-0004261,2026-08-25T10:30:21.850000Z,NOVA.L,SELL,5001,42.0459,A-882,CLIENT-LINKED,XLON
T-0004262,O-0004262,2026-08-25T10:30:22.700000Z,NOVA.L,BUY,5002,42.0411,A-104,CLIENT-LINKED,XLON
T-0004263,O-0004263,2026-08-25T10:30:23.550000Z,NOVA.L,SELL,5003,42.0371,A-882,CLIENT-LINKED,XLON
T-0004264,O-0004264,2026-08-25T10:30:24.400000Z,LIQD.P,BUY,5279,42.0464,A-204,CLIENT-4,XLON
T-0004265,O-0004265,2026-08-25T10:30:25.250000Z,NOVA.L,SELL,5258,42.041,A-205,CLIENT-5,XLON
T-0004266,O-0004266,2026-08-25T10:30:26.100000Z,ALTO.N,BUY,4994,42.0526,A-206,CLIENT-6,XLON
T-0004267,O-0004267,2026-08-25T10:30:26.950000Z,QUAD.N,SELL,4114,42.0543,A-207,CLIENT-7,XLON
T-0004268,O-0004268,2026-08-25T10:30:27.800000Z,MEGA.O,BUY,6372,42.0497,A-208,CLIENT-8,XLON
T-0004269,O-0004269,2026-08-25T10:30:28.650000Z,LIQD.P,SELL,4187,42.06,A-209,CLIENT-9,XLON
T-0004270,O-0004270,2026-08-25T10:30:29.500000Z,NOVA.L,BUY,5000,42.0533,A-104,CLIENT-LINKED,XLON
T-0004271,O-0004271,2026-08-25T10:30:30.350000Z,NOVA.L,SELL,5001,42.0585,A-882,CLIENT-LINKED,XLON
T-0004272,O-0004272,2026-08-25T10:30:31.200000Z,NOVA.L,BUY,5002,42.0603,A-104,CLIENT-LINKED,XLON
T-0004273,O-0004273,2026-08-25T10:30:32.050000Z,NOVA.L,SELL,5003,42.0729,A-882,CLIENT-LINKED,XLON
T-0004274,O-0004274,2026-08-25T10:30:32.900000Z,LIQD.P,BUY,5033,42.0634,A-214,CLIENT-14,XLON
T-0004275,O-0004275,2026-08-25T10:30:33.750000Z,NOVA.L,SELL,6658,42.0738,A-215,CLIENT-15,XLON
T-0004276,O-0004276,2026-08-25T10:30:34.600000Z,ALTO.N,BUY,4192,42.0727,A-216,CLIENT-16,XLON
T-0004277,O-0004277,2026-08-25T10:30:35.450000Z,QUAD.N,SELL,5240,42.0805,A-217,CLIENT-17,XLON
T-0004278,O-0004278,2026-08-25T10:30:36.300000Z,MEGA.O,BUY,3852,42.0687,A-218,CLIENT-18,XLON
T-0004279,O-0004279,2026-08-25T10:30:37.150000Z,LIQD.P,SELL,4952,42.0755,A-219,CLIENT-19,XLON
T-0004280,O-0004280,2026-08-25T10:30:38Z,NOVA.L,BUY,5000,42.0797,A-104,CLIENT-LINKED,XLON
T-0004281,O-0004281,2026-08-25T10:30:38.850000Z,NOVA.L,SELL,5001,42.0788,A-882,CLIENT-LINKED,XLON
T-0004282,O-0004282,2026-08-25T10:30:39.700000Z,NOVA.L,BUY,5002,42.0922,A-104,CLIENT-LINKED,XLON
T-0004283,O-0004283,2026-08-25T10:30:40.550000Z,NOVA.L,SELL,5003,42.078,A-882,CLIENT-LINKED,XLON
T-0004284,O-0004284,2026-08-25T10:30:41.400000Z,LIQD.P,BUY,4433,42.0881,A-224,CLIENT-24,XLON
T-0004285,O-0004285,2026-08-25T10:30:42.250000Z,NOVA.L,SELL,4571,42.0959,A-225,CLIENT-25,XLON
T-0004286,O-0004286,2026-08-25T10:30:43.100000Z,ALTO.N,BUY,6088,42.0943,A-226,CLIENT-26,XLON
T-0004287,O-0004287,2026-08-25T10:30:43.950000Z,QUAD.N,SELL,5953,42.1009,A-227,CLIENT-27,XLON
T-0004288,O-0004288,2026-08-25T10:30:44.800000Z,MEGA.O,BUY,6718,42.097,A-228,CLIENT-28,XLON
T-0004289,O-0004289,2026-08-25T10:30:45.650000Z,LIQD.P,SELL,4266,42.0963,A-229,CLIENT-29,XLON
T-0004290,O-0004290,2026-08-25T10:30:46.500000Z,NOVA.L,BUY,5000,42.1083,A-104,CLIENT-LINKED,XLON
T-0004291,O-0004291,2026-08-25T10:30:47.350000Z,NOVA.L,SELL,5001,42.0943,A-882,CLIENT-LINKED,XLON
T-0004292,O-0004292,2026-08-25T10:30:48.200000Z,NOVA.L,BUY,5002,42.0966,A-104,CLIENT-LINKED,XLON
T-0004293,O-0004293,2026-08-25T10:30:49.050000Z,NOVA.L,SELL,5003,42.0963,A-882,CLIENT-LINKED,XLON
T-0004294,O-0004294,2026-08-25T10:30:49.900000Z,LIQD.P,BUY,5226,42.1042,A-234,CLIENT-34,XLON
T-0004295,O-0004295,2026-08-25T10:30:50.750000Z,NOVA.L,SELL,5285,42.1028,A-235,CLIENT-35,XLON
T-0004296,O-0004296,2026-08-25T10:30:51.600000Z,ALTO.N,BUY,5610,42.1198,A-236,CLIENT-36,XLON
T-0004297,O-0004297,2026-08-25T10:30:52.450000Z,QUAD.N,SELL,6247,42.1145,A-237,CLIENT-37,XLON
T-0004298,O-0004298,2026-08-25T10:30:53.300000Z,MEGA.O,BUY,5201,42.1094,A-238,CLIENT-38,XLON
T-0004299,O-0004299,2026-08-25T10:30:54.150000Z,LIQD.P,SELL,5047,42.1086,A-239,CLIENT-39,XLON
T-0004300,O-0004300,2026-08-25T10:30:55Z,NOVA.L,BUY,5000,42.1263,A-104,CLIENT-LINKED,XLON
T-0004301,O-0004301,2026-08-25T10:30:55.850000Z,NOVA.L,SELL,5001,42.1164,A-882,CLIENT-LINKED,XLON
T-0004302,O-0004302,2026-08-25T10:30:56.700000Z,NOVA.L,BUY,5002,42.1311,A-104,CLIENT-LINKED,XLON
T-0004303,O-0004303,2026-08-25T10:30:57.550000Z,NOVA.L,SELL,5003,42.1188,A-882,CLIENT-LINKED,XLON
T-0004304,O-0004304,2026-08-25T10:30:58.400000Z,LIQD.P,BUY,4728,42.1241,A-244,CLIENT-44,XLON
T-0004305,O-0004305,2026-08-25T10:30:59.250000Z,NOVA.L,SELL,4659,42.1226,A-245,CLIENT-45,XLON
T-0004306,O-0004306,2026-08-25T10:31:00.100000Z,ALTO.N,BUY,4121,42.1305,A-246,CLIENT-46,XLON
T-0004307,O-0004307,2026-08-25T10:31:00.950000Z,QUAD.N,SELL,4257,42.1256,A-247,CLIENT-47,XLON
T-0004308,O-0004308,2026-08-25T10:31:01.800000Z,MEGA.O,BUY,5783,42.1411,A-248,CLIENT-48,XLON
T-0004309,O-0004309,2026-08-25T10:31:02.650000Z,LIQD.P,SELL,3974,42.1319,A-249,CLIENT-49,XLON
T-0004310,O-0004310,2026-08-25T10:31:03.500000Z,NOVA.L,BUY,5000,42.1307,A-104,CLIENT-LINKED,XLON
T-0004311,O-0004311,2026-08-25T10:31:04.350000Z,NOVA.L,SELL,5001,42.1452,A-882,CLIENT-LINKED,XLON
T-0004312,O-0004312,2026-08-25T10:31:05.200000Z,NOVA.L,BUY,5002,42.1459,A-104,CLIENT-LINKED,XLON
T-0004313,O-0004313,2026-08-25T10:31:06.050000Z,NOVA.L,SELL,5003,42.1454,A-882,CLIENT-LINKED,XLON
T-0004314,O-0004314,2026-08-25T10:31:06.900000Z,LIQD.P,BUY,4836,42.1389,A-254,CLIENT-54,XLON
T-0004315,O-0004315,2026-08-25T10:31:07.750000Z,NOVA.L,SELL,5035,42.1534,A-255,CLIENT-55,XLON
T-0004316,O-0004316,2026-08-25T10:31:08.600000Z,ALTO.N,BUY,4195,42.1576,A-256,CLIENT-56,XLON
T-0004317,O-0004317,2026-08-25T10:31:09.450000Z,QUAD.N,SELL,6264,42.1481,A-257,CLIENT-57,XLON
T-0004318,O-0004318,2026-08-25T10:31:10.300000Z,MEGA.O,BUY,4619,42.1497,A-258,CLIENT-58,XLON
T-0004319,O-0004319,2026-08-25T10:31:11.150000Z,LIQD.P,SELL,5239,42.1486,A-259,CLIENT-59,XLON
T-0004320,O-0004320,2026-08-25T10:31:12Z,NOVA.L,BUY,5000,41.9929,A-104,CLIENT-LINKED,XLON
T-0004321,O-0004321,2026-08-25T10:31:12.850000Z,NOVA.L,SELL,5001,42.0069,A-882,CLIENT-LINKED,XLON
T-0004322,O-0004322,2026-08-25T10:31:13.700000Z,NOVA.L,BUY,5002,41.9995,A-104,CLIENT-LINKED,XLON
T-0004323,O-0004323,2026-08-25T10:31:14.550000Z,NOVA.L,SELL,5003,42.0076,A-882,CLIENT-LINKED,XLON
T-0004324,O-0004324,2026-08-25T10:31:15.400000Z,LIQD.P,BUY,5242,42.0012,A-204,CLIENT-4,XLON
T-0004325,O-0004325,2026-08-25T10:31:16.250000Z,NOVA.L,SELL,5850,42.0156,A-205,CLIENT-5,XLON
T-0004326,O-0004326,2026-08-25T10:31:17.100000Z,ALTO.N,BUY,6310,42.0068,A-206,CLIENT-6,XLON
T-0004327,O-0004327,2026-08-25T10:31:17.950000Z,QUAD.N,SELL,6135,42.0054,A-207,CLIENT-7,XLON
T-0004328,O-0004328,2026-08-25T10:31:18.800000Z,MEGA.O,BUY,6168,42.0213,A-208,CLIENT-8,XLON
T-0004329,O-0004329,2026-08-25T10:31:19.650000Z,LIQD.P,SELL,5966,42.0123,A-209,CLIENT-9,XLON
T-0004330,O-0004330,2026-08-25T10:31:20.500000Z,NOVA.L,BUY,5000,42.0138,A-104,CLIENT-LINKED,XLON
T-0004331,O-0004331,2026-08-25T10:31:21.350000Z,NOVA.L,SELL,5001,42.0176,A-882,CLIENT-LINKED,XLON
T-0004332,O-0004332,2026-08-25T10:31:22.200000Z,NOVA.L,BUY,5002,42.032,A-104,CLIENT-LINKED,XLON
T-0004333,O-0004333,2026-08-25T10:31:23.050000Z,NOVA.L,SELL,5003,42.0267,A-882,CLIENT-LINKED,XLON
T-0004334,O-0004334,2026-08-25T10:31:23.900000Z,LIQD.P,BUY,6771,42.02,A-214,CLIENT-14,XLON
T-0004335,O-0004335,2026-08-25T10:31:24.750000Z,NOVA.L,SELL,4676,42.0384,A-215,CLIENT-15,XLON
T-0004336,O-0004336,2026-08-25T10:31:25.600000Z,ALTO.N,BUY,6698,42.0315,A-216,CLIENT-16,XLON
T-0004337,O-0004337,2026-08-25T10:31:26.450000Z,QUAD.N,SELL,6659,42.0358,A-217,CLIENT-17,XLON
T-0004338,O-0004338,2026-08-25T10:31:27.300000Z,MEGA.O,BUY,5600,42.0395,A-218,CLIENT-18,XLON
T-0004339,O-0004339,2026-08-25T10:31:28.150000Z,LIQD.P,SELL,4239,42.0316,A-219,CLIENT-19,XLON
T-0004340,O-0004340,2026-08-25T10:31:29Z,NOVA.L,BUY,5000,42.0371,A-104,CLIENT-LINKED,XLON
T-0004341,O-0004341,2026-08-25T10:31:29.850000Z,NOVA.L,SELL,5001,42.0396,A-882,CLIENT-LINKED,XLON
T-0004342,O-0004342,2026-08-25T10:31:30.700000Z,NOVA.L,BUY,5002,42.0383,A-104,CLIENT-LINKED,XLON
T-0004343,O-0004343,2026-08-25T10:31:31.550000Z,NOVA.L,SELL,5003,42.0406,A-882,CLIENT-LINKED,XLON
T-0004344,O-0004344,2026-08-25T10:31:32.400000Z,LIQD.P,BUY,4262,42.0532,A-224,CLIENT-24,XLON
T-0004345,O-0004345,2026-08-25T10:31:33.250000Z,NOVA.L,SELL,5087,42.0425,A-225,CLIENT-25,XLON
T-0004346,O-0004346,2026-08-25T10:31:34.100000Z,ALTO.N,BUY,4251,42.0524,A-226,CLIENT-26,XLON
T-0004347,O-0004347,2026-08-25T10:31:34.950000Z,QUAD.N,SELL,5830,42.0592,A-227,CLIENT-27,XLON
T-0004348,O-0004348,2026-08-25T10:31:35.800000Z,MEGA.O,BUY,6686,42.0518,A-228,CLIENT-28,XLON
T-0004349,O-0004349,2026-08-25T10:31:36.650000Z,LIQD.P,SELL,6757,42.0488,A-229,CLIENT-29,XLON
T-0004350,O-0004350,2026-08-25T10:31:37.500000Z,NOVA.L,BUY,5000,42.0566,A-104,CLIENT-LINKED,XLON
T-0004351,O-0004351,2026-08-25T10:31:38.350000Z,NOVA.L,SELL,5001,42.0543,A-882,CLIENT-LINKED,XLON
T-0004352,O-0004352,2026-08-25T10:31:39.200000Z,NOVA.L,BUY,5002,42.0597,A-104,CLIENT-LINKED,XLON
T-0004353,O-0004353,2026-08-25T10:31:40.050000Z,NOVA.L,SELL,5003,42.068,A-882,CLIENT-LINKED,XLON
T-0004354,O-0004354,2026-08-25T10:31:40.900000Z,LIQD.P,BUY,5077,42.0717,A-234,CLIENT-34,XLON
T-0004355,O-0004355,2026-08-25T10:31:41.750000Z,NOVA.L,SELL,5618,42.0645,A-235,CLIENT-35,XLON
T-0004356,O-0004356,2026-08-25T10:31:42.600000Z,ALTO.N,BUY,5468,42.0678,A-236,CLIENT-36,XLON
T-0004357,O-0004357,2026-08-25T10:31:43.450000Z,QUAD.N,SELL,5552,42.0678,A-237,CLIENT-37,XLON
T-0004358,O-0004358,2026-08-25T10:31:44.300000Z,MEGA.O,BUY,4085,42.0839,A-238,CLIENT-38,XLON
T-0004359,O-0004359,2026-08-25T10:31:45.150000Z,LIQD.P,SELL,5748,42.0868,A-239,CLIENT-39,XLON
T-0004360,O-0004360,2026-08-25T10:31:46Z,NOVA.L,BUY,5000,42.0773,A-104,CLIENT-LINKED,XLON
T-0004361,O-0004361,2026-08-25T10:31:46.850000Z,NOVA.L,SELL,5001,42.0723,A-882,CLIENT-LINKED,XLON
T-0004362,O-0004362,2026-08-25T10:31:47.700000Z,NOVA.L,BUY,5002,42.0875,A-104,CLIENT-LINKED,XLON
T-0004363,O-0004363,2026-08-25T10:31:48.550000Z,NOVA.L,SELL,5003,42.0894,A-882,CLIENT-LINKED,XLON
T-0004364,O-0004364,2026-08-25T10:31:49.400000Z,LIQD.P,BUY,5423,42.0868,A-244,CLIENT-44,XLON
T-0004365,O-0004365,2026-08-25T10:31:50.250000Z,NOVA.L,SELL,6497,42.0935,A-245,CLIENT-45,XLON
T-0004366,O-0004366,2026-08-25T10:31:51.100000Z,ALTO.N,BUY,4288,42.0849,A-246,CLIENT-46,XLON
T-0004367,O-0004367,2026-08-25T10:31:51.950000Z,QUAD.N,SELL,5440,42.0979,A-247,CLIENT-47,XLON
T-0004368,O-0004368,2026-08-25T10:31:52.800000Z,MEGA.O,BUY,4216,42.1008,A-248,CLIENT-48,XLON
T-0004369,O-0004369,2026-08-25T10:31:53.650000Z,LIQD.P,SELL,4491,42.0893,A-249,CLIENT-49,XLON
T-0004370,O-0004370,2026-08-25T10:31:54.500000Z,NOVA.L,BUY,5000,42.1095,A-104,CLIENT-LINKED,XLON
T-0004371,O-0004371,2026-08-25T10:31:55.350000Z,NOVA.L,SELL,5001,42.0988,A-882,CLIENT-LINKED,XLON
T-0004372,O-0004372,2026-08-25T10:31:56.200000Z,NOVA.L,BUY,5002,42.1059,A-104,CLIENT-LINKED,XLON
T-0004373,O-0004373,2026-08-25T10:31:57.050000Z,NOVA.L,SELL,5003,42.1158,A-882,CLIENT-LINKED,XLON
T-0004374,O-0004374,2026-08-25T10:31:57.900000Z,LIQD.P,BUY,4302,42.1027,A-254,CLIENT-54,XLON
T-0004375,O-0004375,2026-08-25T10:31:58.750000Z,NOVA.L,SELL,5539,42.1145,A-255,CLIENT-55,XLON
T-0004376,O-0004376,2026-08-25T10:31:59.600000Z,ALTO.N,BUY,4940,42.1173,A-256,CLIENT-56,XLON
T-0004377,O-0004377,2026-08-25T10:32:00.450000Z,QUAD.N,SELL,6183,42.1159,A-257,CLIENT-57,XLON
T-0004378,O-0004378,2026-08-25T10:32:01.300000Z,MEGA.O,BUY,6437,42.1249,A-258,CLIENT-58,XLON
T-0004379,O-0004379,2026-08-25T10:32:02.150000Z,LIQD.P,SELL,5258,42.1175,A-259,CLIENT-59,XLON
T-0004380,O-0004380,2026-08-25T10:32:03Z,NOVA.L,BUY,5000,42.1221,A-104,CLIENT-LINKED,XLON
T-0004381,O-0004381,2026-08-25T10:32:03.850000Z,NOVA.L,SELL,5001,42.1201,A-882,CLIENT-LINKED,XLON
T-0004382,O-0004382,2026-08-25T10:32:04.700000Z,NOVA.L,BUY,5002,42.1237,A-104,CLIENT-LINKED,XLON
T-0004383,O-0004383,2026-08-25T10:32:05.550000Z,NOVA.L,SELL,5003,42.1216,A-882,CLIENT-LINKED,XLON
T-0004384,O-0004384,2026-08-25T10:32:06.400000Z,LIQD.P,BUY,5662,42.1202,A-204,CLIENT-4,XLON
T-0004385,O-0004385,2026-08-25T10:32:07.250000Z,NOVA.L,SELL,4826,42.1298,A-205,CLIENT-5,XLON
T-0004386,O-0004386,2026-08-25T10:32:08.100000Z,ALTO.N,BUY,4745,42.1346,A-206,CLIENT-6,XLON
T-0004387,O-0004387,2026-08-25T10:32:08.950000Z,QUAD.N,SELL,4351,42.1246,A-207,CLIENT-7,XLON
T-0004388,O-0004388,2026-08-25T10:32:09.800000Z,MEGA.O,BUY,4016,42.1426,A-208,CLIENT-8,XLON
T-0004389,O-0004389,2026-08-25T10:32:10.650000Z,LIQD.P,SELL,5840,42.1416,A-209,CLIENT-9,XLON
T-0004390,O-0004390,2026-08-25T10:32:11.500000Z,NOVA.L,BUY,5000,42.1494,A-104,CLIENT-LINKED,XLON
T-0004391,O-0004391,2026-08-25T10:32:12.350000Z,NOVA.L,SELL,5001,42.1397,A-882,CLIENT-LINKED,XLON
T-0004392,O-0004392,2026-08-25T10:32:13.200000Z,NOVA.L,BUY,5002,42.1476,A-104,CLIENT-LINKED,XLON
T-0004393,O-0004393,2026-08-25T10:32:14.050000Z,NOVA.L,SELL,5003,42.1391,A-882,CLIENT-LINKED,XLON
T-0004394,O-0004394,2026-08-25T10:32:14.900000Z,LIQD.P,BUY,6347,42.1505,A-214,CLIENT-14,XLON
T-0004395,O-0004395,2026-08-25T10:32:15.750000Z,NOVA.L,SELL,4113,42.1532,A-215,CLIENT-15,XLON
T-0004396,O-0004396,2026-08-25T10:32:16.600000Z,ALTO.N,BUY,5929,42.1574,A-216,CLIENT-16,XLON
T-0004397,O-0004397,2026-08-25T10:32:17.450000Z,QUAD.N,SELL,5708,42.148,A-217,CLIENT-17,XLON
T-0004398,O-0004398,2026-08-25T10:32:18.300000Z,MEGA.O,BUY,6511,42.156,A-218,CLIENT-18,XLON
T-0004399,O-0004399,2026-08-25T10:32:19.150000Z,LIQD.P,SELL,5867,42.1532,A-219,CLIENT-19,XLON
T-0004400,O-0004400,2026-08-25T10:32:20Z,NOVA.L,BUY,5000,41.9969,A-104,CLIENT-LINKED,XLON
T-0004401,O-0004401,2026-08-25T10:32:20.850000Z,NOVA.L,SELL,5001,42.0092,A-882,CLIENT-LINKED,XLON
T-0004402,O-0004402,2026-08-25T10:32:21.700000Z,NOVA.L,BUY,5002,42.0049,A-104,CLIENT-LINKED,XLON
T-0004403,O-0004403,2026-08-25T10:32:22.550000Z,NOVA.L,SELL,5003,42.0151,A-882,CLIENT-LINKED,XLON
T-0004404,O-0004404,2026-08-25T10:32:23.400000Z,LIQD.P,BUY,3929,42.0178,A-224,CLIENT-24,XLON
T-0004405,O-0004405,2026-08-25T10:32:24.250000Z,NOVA.L,SELL,4287,42.0077,A-225,CLIENT-25,XLON
T-0004406,O-0004406,2026-08-25T10:32:25.100000Z,ALTO.N,BUY,5088,42.0191,A-226,CLIENT-26,XLON
T-0004407,O-0004407,2026-08-25T10:32:25.950000Z,QUAD.N,SELL,5612,42.0132,A-227,CLIENT-27,XLON
T-0004408,O-0004408,2026-08-25T10:32:26.800000Z,MEGA.O,BUY,3934,42.0095,A-228,CLIENT-28,XLON
T-0004409,O-0004409,2026-08-25T10:32:27.650000Z,LIQD.P,SELL,6500,42.0252,A-229,CLIENT-29,XLON
T-0004410,O-0004410,2026-08-25T10:32:28.500000Z,NOVA.L,BUY,5000,42.0161,A-104,CLIENT-LINKED,XLON
